,Origin,Destination,Requirement
40900,Tunisia,Central African Republic,Visa Required
40901,Tunisia,Chad,Visa Required
40902,Tunisia,Chile,Visa Required
40903,Tunisia,China,Visa Required
40904,Tunisia,Colombia,eVisa
40905,Tunisia,Comoro Islands,Visa Free
40906,Tunisia,Congo (Dem. Rep.),Visa Required
40907,Tunisia,Congo (Rep.),Visa Required
40908,Tunisia,Cook Islands,Visa Free
40909,Tunisia,Costa Rica,Visa Required
40910,Tunisia,Cote d'Ivoire,Visa Free
40911,Tunisia,Croatia,Visa Required
40912,Tunisia,Cuba,Visa Required
40913,Tunisia,Curacao,Visa Required
40914,Tunisia,Cyprus,Visa Required
40915,Tunisia,Czech Republic,Visa Required
40916,Tunisia,Denmark,Visa Required
40917,Tunisia,Djibouti,eVisa
40918,Tunisia,Dominica,Visa Free
40919,Tunisia,Dominican Republic,Visa Required
40920,Tunisia,Ecuador,Visa Free
40921,Tunisia,Egypt,Visa Required
40922,Tunisia,El Salvador,Visa Required
40923,Tunisia,Equatorial Guinea,Visa Free
40924,Tunisia,Eritrea,Visa Required
40925,Tunisia,Estonia,Visa Required
40926,Tunisia,Ethiopia,Visa Free
40927,Tunisia,Falkland Islands,Visa Required
40928,Tunisia,Faroe Islands,Visa Required
40929,Tunisia,Fiji,Visa Free
40930,Tunisia,Finland,Visa Required
40931,Tunisia,France,Visa Required
40932,Tunisia,French Guiana,Visa Required
40933,Tunisia,French Polynesia,Visa Required
40934,Tunisia,French West Indies,Visa Required
40935,Tunisia,Gabon,Visa Free
40936,Tunisia,Georgia,eVisa
40937,Tunisia,Germany,Visa Required
40938,Tunisia,Ghana,Visa Free
40939,Tunisia,Gibraltar,Visa Required
40940,Tunisia,Greece,Visa Required
40941,Tunisia,Greenland,Visa Required
40942,Tunisia,Grenada,Visa Required
40943,Tunisia,Guam,Visa Required
40944,Tunisia,Guatemala,Visa Required
40945,Tunisia,Guinea,Visa Free
40946,Tunisia,Guinea-Bissau,Visa Free
40947,Tunisia,Guyana,Visa Required
40948,Tunisia,Haiti,Visa Free
40949,Tunisia,Honduras,Visa Required
40950,Tunisia,Hong Kong (SAR China),Visa Free
40951,Tunisia,Hungary,Visa Required
40952,Tunisia,Iceland,Visa Required
40953,Tunisia,India,Visa Required
40954,Tunisia,Indonesia,Visa Free
40955,Tunisia,Iran,Visa Free
40956,Tunisia,Iraq,Visa Required
40957,Tunisia,Ireland,Visa Required
40958,Tunisia,Israel,Visa Required
40959,Tunisia,Italy,Visa Required
40960,Tunisia,Jamaica,Visa Required
40961,Tunisia,Japan,Visa Free
40962,Tunisia,Jordan,Visa Free
40963,Tunisia,Kazakhstan,Visa Required
40964,Tunisia,Kenya,eVisa
40965,Tunisia,Kiribati,Visa Free
40966,Tunisia,Kosovo,Visa Required
40967,Tunisia,Kuwait,eVisa
40968,Tunisia,Kyrgyzstan,eVisa
40969,Tunisia,Laos,Visa Free
40970,Tunisia,Latvia,Visa Required
40971,Tunisia,Lebanon,Visa Free
40972,Tunisia,Lesotho,eVisa
40973,Tunisia,Liberia,Visa Required
40974,Tunisia,Libya,Visa Free
40975,Tunisia,Liechtenstein,Visa Required
40976,Tunisia,Lithuania,Visa Required
40977,Tunisia,Luxembourg,Visa Required
40978,Tunisia,Macao (SAR China),Visa Free
40979,Tunisia,Madagascar,Visa Free
40980,Tunisia,Malawi,Visa Required
40981,Tunisia,Malaysia,Visa Free
40982,Tunisia,Maldives,Visa Free
40983,Tunisia,Mali,Visa Free
40984,Tunisia,Malta,Visa Required
40985,Tunisia,Marshall Islands,Visa Required
40986,Tunisia,Mauritania,Visa Free
40987,Tunisia,Mauritius,Visa Free
40988,Tunisia,Mayotte,Visa Required
40989,Tunisia,Mexico,Visa Required
40990,Tunisia,Micronesia,Visa Free
40991,Tunisia,Moldova,eVisa
40992,Tunisia,Monaco,Visa Required
40993,Tunisia,Mongolia,Visa Required
40994,Tunisia,Montenegro,Visa Required
40995,Tunisia,Montserrat,eVisa
40996,Tunisia,Morocco,Visa Free
40997,Tunisia,Mozambique,Visa Free
40998,Tunisia,Myanmar,Visa Required
40999,Tunisia,Namibia,Visa Free
41000,Tunisia,Nauru,Visa Required
41001,Tunisia,Nepal,Visa Free
41002,Tunisia,Netherlands,Visa Required
41003,Tunisia,New Caledonia,Visa Required
41004,Tunisia,New Zealand,Visa Required
41005,Tunisia,Nicaragua,Visa Free
41006,Tunisia,Niger,Visa Free
41007,Tunisia,Nigeria,Visa Required
41008,Tunisia,Niue,Visa Free
41009,Tunisia,North Korea,Visa Required
41010,Tunisia,North Macedonia,Visa Required
41011,Tunisia,Northern Mariana Islands,Visa Required
41012,Tunisia,Norway,Visa Required
41013,Tunisia,Oman,Visa Free
41014,Tunisia,Pakistan,Visa Free
41015,Tunisia,Palau Islands,Visa Free
41016,Tunisia,Palestinian Territory,Visa Required
41017,Tunisia,Panama,Visa Required
41018,Tunisia,Papua New Guinea,Visa Required
41019,Tunisia,Paraguay,Visa Required
41020,Tunisia,Peru,Visa Required
41021,Tunisia,Philippines,Visa Free
41022,Tunisia,Poland,Visa Required
41023,Tunisia,Portugal,Visa Required
41024,Tunisia,Puerto Rico,Visa Required
41025,Tunisia,Qatar,eVisa
41026,Tunisia,Reunion,Visa Required
41027,Tunisia,Romania,Visa Required
41028,Tunisia,Russian Federation,Visa Required
41029,Tunisia,Rwanda,Visa Free
41030,Tunisia,Samoa,Visa Free
41031,Tunisia,San Marino,Visa Required
41032,Tunisia,Sao Tome and Principe,eVisa
41033,Tunisia,Saudi Arabia,Visa Required
41034,Tunisia,Senegal,Visa Free
41035,Tunisia,Serbia,Visa Required
41036,Tunisia,Seychelles,Visa Free
41037,Tunisia,Sierra Leone,Visa Required
41038,Tunisia,Singapore,Visa Required
41039,Tunisia,Slovakia,Visa Required
41040,Tunisia,Slovenia,Visa Required
41041,Tunisia,Solomon Islands,Visa Required
41042,Tunisia,Somalia,Visa Free
41043,Tunisia,South Africa,Visa Free
41044,Tunisia,South Korea,Visa Free
41045,Tunisia,South Sudan,Visa Required
41046,Tunisia,Spain,Visa Required
41047,Tunisia,Sri Lanka,Visa Free
41048,Tunisia,St. Helena,Visa Required
41049,Tunisia,St. Kitts and Nevis,eVisa
41050,Tunisia,St. Lucia,Visa Required
41051,Tunisia,St. Maarten,Visa Required
41052,Tunisia,St. Vincent and the Grenadines,Visa Free
41053,Tunisia,Sudan,Visa Required
41054,Tunisia,Suriname,eVisa
41055,Tunisia,Sweden,Visa Required
41056,Tunisia,Switzerland,Visa Required
41057,Tunisia,Syria,Visa Free
41058,Tunisia,Taiwan (Chinese Taipei),Visa Required
41059,Tunisia,Tajikistan,Visa Free
41060,Tunisia,Tanzania,Visa Free
41061,Tunisia,Thailand,Visa Required
41062,Tunisia,The Gambia,Visa Free
41063,Tunisia,Timor-Leste,Visa Free
41064,Tunisia,Togo,Visa Free
41065,Tunisia,Tonga,Visa Required
41066,Tunisia,Trinidad and Tobago,Visa Required
41067,Tunisia,Tunisia,N/A
41068,Tunisia,Turkmenistan,Visa Required
41069,Tunisia,Turks and Caicos Islands,Visa Required
41070,Tunisia,Tuvalu,Visa Free
41071,Tunisia,Türkiye,Visa Free
41072,Tunisia,US Virgin Islands,Visa Required
41073,Tunisia,Uganda,Visa Free
41074,Tunisia,Ukraine,Visa Required
41075,Tunisia,United Arab Emirates,eVisa
41076,Tunisia,United Kingdom,Visa Required
41077,Tunisia,United States,Visa Required
41078,Tunisia,Uruguay,Visa Required
41079,Tunisia,Uzbekistan,eVisa
41080,Tunisia,Vanuatu,Visa Free
41081,Tunisia,Vatican City,Visa Required
41082,Tunisia,Venezuela,Visa Required
41083,Tunisia,Vietnam,Visa Required
41084,Tunisia,Yemen,Visa Required
41085,Tunisia,Zambia,eVisa
41086,Tunisia,Zimbabwe,eVisa
41087,Tunisia,eSwatini,Visa Required
41088,Turkmenistan,Afghanistan,Visa Required
41089,Turkmenistan,Albania,Visa Required
41090,Turkmenistan,Algeria,Visa Required
41091,Turkmenistan,American Samoa,Visa Required
41092,Turkmenistan,Andorra,Visa Required
41093,Turkmenistan,Angola,Visa Required
41094,Turkmenistan,Anguilla,Visa Required
41095,Turkmenistan,Antigua and Barbuda,Visa Free
41096,Turkmenistan,Argentina,Visa Required
41097,Turkmenistan,Armenia,Visa Free
41098,Turkmenistan,Aruba,Visa Required
41099,Turkmenistan,Australia,Visa Required
41100,Turkmenistan,Austria,Visa Required
41101,Turkmenistan,Azerbaijan,eVisa
41102,Turkmenistan,Bahamas,Visa Required
41103,Turkmenistan,Bahrain,Visa Required
41104,Turkmenistan,Bangladesh,Visa Free
41105,Turkmenistan,Barbados,Visa Free
41106,Turkmenistan,Belarus,Visa Required
41107,Turkmenistan,Belgium,Visa Required
41108,Turkmenistan,Belize,Visa Required
41109,Turkmenistan,Benin,eVisa
41110,Turkmenistan,Bermuda,Visa Required
41111,Turkmenistan,Bhutan,Visa Required
41112,Turkmenistan,Bolivia,Visa Free
41113,Turkmenistan,Bonaire; St. Eustatius and Saba,Visa Required
41114,Turkmenistan,Bosnia and Herzegovina,Visa Required
41115,Turkmenistan,Botswana,Visa Required
41116,Turkmenistan,Brazil,Visa Required
41117,Turkmenistan,British Virgin Islands,Visa Required
41118,Turkmenistan,Brunei,Visa Required
41119,Turkmenistan,Bulgaria,Visa Required
41120,Turkmenistan,Burkina Faso,Visa Required
41121,Turkmenistan,Burundi,Visa Free
41122,Turkmenistan,Cambodia,Visa Free
41123,Turkmenistan,Cameroon,Visa Required
41124,Turkmenistan,Canada,Visa Required
41125,Turkmenistan,Cape Verde Islands,Visa Free
41126,Turkmenistan,Cayman Islands,Visa Required
41127,Turkmenistan,Central African Republic,Visa Required
41128,Turkmenistan,Chad,Visa Required
41129,Turkmenistan,Chile,Visa Required
41130,Turkmenistan,China,Visa Required
41131,Turkmenistan,Colombia,eVisa
41132,Turkmenistan,Comoro Islands,Visa Free
41133,Turkmenistan,Congo (Dem. Rep.),Visa Required
41134,Turkmenistan,Congo (Rep.),Visa Required
41135,Turkmenistan,Cook Islands,Visa Free
41136,Turkmenistan,Costa Rica,Visa Required
41137,Turkmenistan,Cote d'Ivoire,Visa Required
41138,Turkmenistan,Croatia,Visa Required
41139,Turkmenistan,Cuba,Visa Required
41140,Turkmenistan,Curacao,Visa Required
41141,Turkmenistan,Cyprus,Visa Required
41142,Turkmenistan,Czech Republic,Visa Required
41143,Turkmenistan,Denmark,Visa Required
41144,Turkmenistan,Djibouti,eVisa
41145,Turkmenistan,Dominica,Visa Free
41146,Turkmenistan,Dominican Republic,Visa Required
41147,Turkmenistan,Ecuador,Visa Free
41148,Turkmenistan,Egypt,Visa Required
41149,Turkmenistan,El Salvador,Visa Required
41150,Turkmenistan,Equatorial Guinea,Visa Required
41151,Turkmenistan,Eritrea,Visa Required
41152,Turkmenistan,Estonia,Visa Required
41153,Turkmenistan,Ethiopia,eVisa
41154,Turkmenistan,Falkland Islands,Visa Required
41155,Turkmenistan,Faroe Islands,Visa Required
41156,Turkmenistan,Fiji,Visa Required
41157,Turkmenistan,Finland,Visa Required
41158,Turkmenistan,France,Visa Required
41159,Turkmenistan,French Guiana,Visa Required
41160,Turkmenistan,French Polynesia,Visa Required
41161,Turkmenistan,French West Indies,Visa Required
41162,Turkmenistan,Gabon,eVisa
41163,Turkmenistan,Georgia,Visa Free
41164,Turkmenistan,Germany,Visa Required
41165,Turkmenistan,Ghana,Visa Required
41166,Turkmenistan,Gibraltar,Visa Required
41167,Turkmenistan,Greece,Visa Required
41168,Turkmenistan,Greenland,Visa Required
41169,Turkmenistan,Grenada,Visa Required
41170,Turkmenistan,Guam,Visa Required
41171,Turkmenistan,Guatemala,Visa Required
41172,Turkmenistan,Guinea,Visa Required
41173,Turkmenistan,Guinea-Bissau,Visa Free
41174,Turkmenistan,Guyana,Visa Required
41175,Turkmenistan,Haiti,Visa Free
41176,Turkmenistan,Honduras,Visa Required
41177,Turkmenistan,Hong Kong (SAR China),Visa Required
41178,Turkmenistan,Hungary,Visa Required
41179,Turkmenistan,Iceland,Visa Required
41180,Turkmenistan,India,Visa Required
41181,Turkmenistan,Indonesia,Visa Required
41182,Turkmenistan,Iran,Visa Free
41183,Turkmenistan,Iraq,Visa Required
41184,Turkmenistan,Ireland,Visa Required
41185,Turkmenistan,Israel,Visa Required
41186,Turkmenistan,Italy,Visa Required
41187,Turkmenistan,Jamaica,Visa Free
41188,Turkmenistan,Japan,Visa Required
41189,Turkmenistan,Jordan,Visa Free
41190,Turkmenistan,Kazakhstan,Visa Required
41191,Turkmenistan,Kenya,eVisa
41192,Turkmenistan,Kiribati,Visa Required
41193,Turkmenistan,Kosovo,Visa Required
41194,Turkmenistan,Kuwait,eVisa
41195,Turkmenistan,Kyrgyzstan,eVisa
41196,Turkmenistan,Laos,Visa Free
41197,Turkmenistan,Latvia,Visa Required
41198,Turkmenistan,Lebanon,Visa Free
41199,Turkmenistan,Lesotho,eVisa
41200,Turkmenistan,Liberia,Visa Required
41201,Turkmenistan,Libya,Visa Required
41202,Turkmenistan,Liechtenstein,Visa Required
41203,Turkmenistan,Lithuania,Visa Required
41204,Turkmenistan,Luxembourg,Visa Required
41205,Turkmenistan,Macao (SAR China),Visa Free
41206,Turkmenistan,Madagascar,Visa Free
41207,Turkmenistan,Malawi,Visa Required
41208,Turkmenistan,Malaysia,Visa Free
41209,Turkmenistan,Maldives,Visa Free
41210,Turkmenistan,Mali,Visa Required
41211,Turkmenistan,Malta,Visa Required
41212,Turkmenistan,Marshall Islands,Visa Free
41213,Turkmenistan,Mauritania,Visa Free
41214,Turkmenistan,Mauritius,Visa Free
41215,Turkmenistan,Mayotte,Visa Required
41216,Turkmenistan,Mexico,Visa Required
41217,Turkmenistan,Micronesia,Visa Free
41218,Turkmenistan,Moldova,eVisa
41219,Turkmenistan,Monaco,Visa Required
41220,Turkmenistan,Mongolia,Visa Required
41221,Turkmenistan,Montenegro,Visa Required
41222,Turkmenistan,Montserrat,eVisa
41223,Turkmenistan,Morocco,Visa Required
41224,Turkmenistan,Mozambique,Visa Free
41225,Turkmenistan,Myanmar,Visa Required
41226,Turkmenistan,Namibia,Visa Free
41227,Turkmenistan,Nauru,Visa Required
41228,Turkmenistan,Nepal,Visa Free
41229,Turkmenistan,Netherlands,Visa Required
41230,Turkmenistan,New Caledonia,Visa Required
41231,Turkmenistan,New Zealand,Visa Required
41232,Turkmenistan,Nicaragua,Visa Free
41233,Turkmenistan,Niger,Visa Required
41234,Turkmenistan,Nigeria,Visa Required
41235,Turkmenistan,Niue,Visa Free
41236,Turkmenistan,North Korea,Visa Required
41237,Turkmenistan,North Macedonia,Visa Required
41238,Turkmenistan,Northern Mariana Islands,Visa Required
41239,Turkmenistan,Norway,Visa Required
41240,Turkmenistan,Oman,Visa Required
41241,Turkmenistan,Pakistan,eVisa
41242,Turkmenistan,Palau Islands,Visa Free
41243,Turkmenistan,Palestinian Territory,Visa Required
41244,Turkmenistan,Panama,Visa Required
41245,Turkmenistan,Papua New Guinea,Visa Required
41246,Turkmenistan,Paraguay,Visa Required
41247,Turkmenistan,Peru,Visa Required
41248,Turkmenistan,Philippines,Visa Free
41249,Turkmenistan,Poland,Visa Required
41250,Turkmenistan,Portugal,Visa Required
41251,Turkmenistan,Puerto Rico,Visa Required
41252,Turkmenistan,Qatar,eVisa
41253,Turkmenistan,Reunion,Visa Required
41254,Turkmenistan,Romania,Visa Required
41255,Turkmenistan,Russian Federation,Visa Required
41256,Turkmenistan,Rwanda,Visa Free
41257,Turkmenistan,Samoa,Visa Free
41258,Turkmenistan,San Marino,Visa Required
41259,Turkmenistan,Sao Tome and Principe,eVisa
41260,Turkmenistan,Saudi Arabia,Visa Required
41261,Turkmenistan,Senegal,Visa Free
41262,Turkmenistan,Serbia,Visa Required
41263,Turkmenistan,Seychelles,Visa Free
41264,Turkmenistan,Sierra Leone,Visa Required
41265,Turkmenistan,Singapore,eVisa
41266,Turkmenistan,Slovakia,Visa Required
41267,Turkmenistan,Slovenia,Visa Required
41268,Turkmenistan,Solomon Islands,Visa Required
41269,Turkmenistan,Somalia,Visa Free
41270,Turkmenistan,South Africa,Visa Required
41271,Turkmenistan,South Korea,Visa Required
41272,Turkmenistan,South Sudan,Visa Required
41273,Turkmenistan,Spain,Visa Required
41274,Turkmenistan,Sri Lanka,Visa Free
41275,Turkmenistan,St. Helena,Visa Required
41276,Turkmenistan,St. Kitts and Nevis,eVisa
41277,Turkmenistan,St. Lucia,Visa Required
41278,Turkmenistan,St. Maarten,Visa Required
41279,Turkmenistan,St. Vincent and the Grenadines,Visa Free
41280,Turkmenistan,Sudan,Visa Required
41281,Turkmenistan,Suriname,Visa Free
41282,Turkmenistan,Sweden,Visa Required
41283,Turkmenistan,Switzerland,Visa Required
41284,Turkmenistan,Syria,Visa Free
41285,Turkmenistan,Taiwan (Chinese Taipei),Visa Required
41286,Turkmenistan,Tajikistan,Visa Free
41287,Turkmenistan,Tanzania,Visa Required
41288,Turkmenistan,Thailand,Visa Required
41289,Turkmenistan,The Gambia,Visa Free
41290,Turkmenistan,Timor-Leste,Visa Free
41291,Turkmenistan,Togo,Visa Free
41292,Turkmenistan,Tonga,Visa Required
41293,Turkmenistan,Trinidad and Tobago,Visa Required
41294,Turkmenistan,Tunisia,Visa Required
41295,Turkmenistan,Turkmenistan,N/A
41296,Turkmenistan,Turks and Caicos Islands,Visa Required
41297,Turkmenistan,Tuvalu,Visa Free
41298,Turkmenistan,Türkiye,Visa Free
41299,Turkmenistan,US Virgin Islands,Visa Required
41300,Turkmenistan,Uganda,Visa Free
41301,Turkmenistan,Ukraine,Visa Required
41302,Turkmenistan,United Arab Emirates,eVisa
41303,Turkmenistan,United Kingdom,Visa Required
41304,Turkmenistan,United States,Visa Required
41305,Turkmenistan,Uruguay,Visa Required
41306,Turkmenistan,Uzbekistan,Visa Free
41307,Turkmenistan,Vanuatu,Visa Required
41308,Turkmenistan,Vatican City,Visa Required
41309,Turkmenistan,Venezuela,Visa Required
41310,Turkmenistan,Vietnam,Visa Required
41311,Turkmenistan,Yemen,Visa Required
41312,Turkmenistan,Zambia,eVisa
41313,Turkmenistan,Zimbabwe,Visa Free
41314,Turkmenistan,eSwatini,Visa Required
41315,Tuvalu,Afghanistan,Visa Required
41316,Tuvalu,Albania,Visa Required
41317,Tuvalu,Algeria,Visa Required
41318,Tuvalu,American Samoa,Visa Required
41319,Tuvalu,Andorra,Visa Free
41320,Tuvalu,Angola,Visa Required
41321,Tuvalu,Anguilla,Visa Free
41322,Tuvalu,Antigua and Barbuda,Visa Free
41323,Tuvalu,Argentina,Visa Required
41324,Tuvalu,Armenia,Visa Free
41325,Tuvalu,Aruba,Visa Required
41326,Tuvalu,Australia,Visa Required
41327,Tuvalu,Austria,Visa Free
41328,Tuvalu,Azerbaijan,eVisa
41329,Tuvalu,Bahamas,Visa Free
41330,Tuvalu,Bahrain,Visa Required
41331,Tuvalu,Bangladesh,Visa Free
41332,Tuvalu,Barbados,Visa Free
41333,Tuvalu,Belarus,Visa Required
41334,Tuvalu,Belgium,Visa Free
41335,Tuvalu,Belize,Visa Free
41336,Tuvalu,Benin,eVisa
41337,Tuvalu,Bermuda,Visa Free
41338,Tuvalu,Bhutan,Visa Required
41339,Tuvalu,Bolivia,Visa Free
41340,Tuvalu,Bonaire; St. Eustatius and Saba,Visa Required
41341,Tuvalu,Bosnia and Herzegovina,Visa Free
41342,Tuvalu,Botswana,Visa Free
41343,Tuvalu,Brazil,Visa Required
41344,Tuvalu,British Virgin Islands,Visa Free
41345,Tuvalu,Brunei,Visa Required
41346,Tuvalu,Bulgaria,Visa Free
41347,Tuvalu,Burkina Faso,Visa Required
41348,Tuvalu,Burundi,Visa Free
41349,Tuvalu,Cambodia,Visa Free
41350,Tuvalu,Cameroon,Visa Required
41351,Tuvalu,Canada,Visa Required
41352,Tuvalu,Cape Verde Islands,Visa Free
41353,Tuvalu,Cayman Islands,Visa Free
41354,Tuvalu,Central African Republic,Visa Required
41355,Tuvalu,Chad,Visa Required
41356,Tuvalu,Chile,Visa Required
41357,Tuvalu,China,Visa Required
41358,Tuvalu,Colombia,eVisa
41359,Tuvalu,Comoro Islands,Visa Free
41360,Tuvalu,Congo (Dem. Rep.),Visa Required
41361,Tuvalu,Congo (Rep.),Visa Required
41362,Tuvalu,Cook Islands,Visa Free
41363,Tuvalu,Costa Rica,Visa Free
41364,Tuvalu,Cote d'Ivoire,Visa Required
41365,Tuvalu,Croatia,Visa Free
41366,Tuvalu,Cuba,Visa Required
41367,Tuvalu,Curacao,Visa Required
41368,Tuvalu,Cyprus,Visa Free
41369,Tuvalu,Czech Republic,Visa Free
41370,Tuvalu,Denmark,Visa Free
41371,Tuvalu,Djibouti,eVisa
41372,Tuvalu,Dominica,Visa Free
41373,Tuvalu,Dominican Republic,Visa Free
41374,Tuvalu,Ecuador,Visa Free
41375,Tuvalu,Egypt,Visa Free
41376,Tuvalu,El Salvador,Visa Free
41377,Tuvalu,Equatorial Guinea,Visa Required
41378,Tuvalu,Eritrea,Visa Required
41379,Tuvalu,Estonia,Visa Free
41380,Tuvalu,Ethiopia,eVisa
41381,Tuvalu,Falkland Islands,Visa Required
41382,Tuvalu,Faroe Islands,Visa Free
41383,Tuvalu,Fiji,Visa Free
41384,Tuvalu,Finland,Visa Free
41385,Tuvalu,France,Visa Free
41386,Tuvalu,French Guiana,Visa Required
41387,Tuvalu,French Polynesia,Visa Free
41388,Tuvalu,French West Indies,Visa Required
41389,Tuvalu,Gabon,eVisa
41390,Tuvalu,Georgia,eVisa
41391,Tuvalu,Germany,Visa Free
41392,Tuvalu,Ghana,Visa Required
41393,Tuvalu,Gibraltar,Visa Free
41394,Tuvalu,Greece,Visa Free
41395,Tuvalu,Greenland,Visa Free
41396,Tuvalu,Grenada,Visa Free
41397,Tuvalu,Guam,Visa Required
41398,Tuvalu,Guatemala,Visa Free
41399,Tuvalu,Guinea,Visa Required
41400,Tuvalu,Guinea-Bissau,Visa Free
41401,Tuvalu,Guyana,Visa Required
41402,Tuvalu,Haiti,Visa Free
41403,Tuvalu,Honduras,Visa Free
41404,Tuvalu,Hong Kong (SAR China),Visa Free
41405,Tuvalu,Hungary,Visa Free
41406,Tuvalu,Iceland,Visa Free
41407,Tuvalu,India,eVisa
41408,Tuvalu,Indonesia,Visa Required
41409,Tuvalu,Iran,Visa Free
41410,Tuvalu,Iraq,Visa Required
41411,Tuvalu,Ireland,Visa Free
41412,Tuvalu,Israel,Visa Required
41413,Tuvalu,Italy,Visa Free
41414,Tuvalu,Jamaica,Visa Free
41415,Tuvalu,Japan,Visa Required
41416,Tuvalu,Jordan,Visa Free
41417,Tuvalu,Kazakhstan,Visa Required
41418,Tuvalu,Kenya,Visa Free
41419,Tuvalu,Kiribati,Visa Free
41420,Tuvalu,Kosovo,Visa Free
41421,Tuvalu,Kuwait,eVisa
41422,Tuvalu,Kyrgyzstan,eVisa
41423,Tuvalu,Laos,Visa Free
41424,Tuvalu,Latvia,Visa Free
41425,Tuvalu,Lebanon,Visa Required
41426,Tuvalu,Lesotho,Visa Free
41427,Tuvalu,Liberia,Visa Required
41428,Tuvalu,Libya,Visa Required
41429,Tuvalu,Liechtenstein,Visa Free
41430,Tuvalu,Lithuania,Visa Free
41431,Tuvalu,Luxembourg,Visa Free
41432,Tuvalu,Macao (SAR China),Visa Free
41433,Tuvalu,Madagascar,Visa Free
41434,Tuvalu,Malawi,Visa Free
41435,Tuvalu,Malaysia,Visa Free
41436,Tuvalu,Maldives,Visa Free
41437,Tuvalu,Mali,Visa Required
41438,Tuvalu,Malta,Visa Free
41439,Tuvalu,Marshall Islands,Visa Free
41440,Tuvalu,Mauritania,Visa Free
41441,Tuvalu,Mauritius,Visa Free
41442,Tuvalu,Mayotte,Visa Required
41443,Tuvalu,Mexico,Visa Required
41444,Tuvalu,Micronesia,Visa Free
41445,Tuvalu,Moldova,Visa Free
41446,Tuvalu,Monaco,Visa Free
41447,Tuvalu,Mongolia,Visa Required
41448,Tuvalu,Montenegro,Visa Required
41449,Tuvalu,Montserrat,Visa Free
41450,Tuvalu,Morocco,Visa Required
41451,Tuvalu,Mozambique,Visa Free
41452,Tuvalu,Myanmar,Visa Required
41453,Tuvalu,Namibia,Visa Required
41454,Tuvalu,Nauru,Visa Free
41455,Tuvalu,Nepal,Visa Free
41456,Tuvalu,Netherlands,Visa Free
41457,Tuvalu,New Caledonia,Visa Free
41458,Tuvalu,New Zealand,Visa Required
41459,Tuvalu,Nicaragua,Visa Free
41460,Tuvalu,Niger,Visa Required
41461,Tuvalu,Nigeria,Visa Required
41462,Tuvalu,Niue,Visa Free
41463,Tuvalu,North Korea,Visa Required
41464,Tuvalu,North Macedonia,Visa Required
41465,Tuvalu,Northern Mariana Islands,Visa Required
41466,Tuvalu,Norway,Visa Free
41467,Tuvalu,Oman,eVisa
41468,Tuvalu,Pakistan,eVisa
41469,Tuvalu,Palau Islands,Visa Free
41470,Tuvalu,Palestinian Territory,Visa Required
41471,Tuvalu,Panama,Visa Free
41472,Tuvalu,Papua New Guinea,Visa Free
41473,Tuvalu,Paraguay,Visa Required
41474,Tuvalu,Peru,Visa Free
41475,Tuvalu,Philippines,Visa Free
41476,Tuvalu,Poland,Visa Free
41477,Tuvalu,Portugal,Visa Free
41478,Tuvalu,Puerto Rico,Visa Required
41479,Tuvalu,Qatar,eVisa
41480,Tuvalu,Reunion,Visa Required
41481,Tuvalu,Romania,Visa Free
41482,Tuvalu,Russian Federation,Visa Required
41483,Tuvalu,Rwanda,Visa Free
41484,Tuvalu,Samoa,Visa Free
41485,Tuvalu,San Marino,Visa Free
41486,Tuvalu,Sao Tome and Principe,eVisa
41487,Tuvalu,Saudi Arabia,Visa Required
41488,Tuvalu,Senegal,Visa Free
41489,Tuvalu,Serbia,Visa Required
41490,Tuvalu,Seychelles,Visa Free
41491,Tuvalu,Sierra Leone,Visa Free
41492,Tuvalu,Singapore,Visa Free
41493,Tuvalu,Slovakia,Visa Free
41494,Tuvalu,Slovenia,Visa Free
41495,Tuvalu,Solomon Islands,Visa Free
41496,Tuvalu,Somalia,Visa Free
41497,Tuvalu,South Africa,Visa Required
41498,Tuvalu,South Korea,Visa Free
41499,Tuvalu,South Sudan,Visa Required
41500,Tuvalu,Spain,Visa Free
41501,Tuvalu,Sri Lanka,Visa Free
41502,Tuvalu,St. Helena,Visa Free
41503,Tuvalu,St. Kitts and Nevis,Visa Free
41504,Tuvalu,St. Lucia,Visa Free
41505,Tuvalu,St. Maarten,Visa Required
41506,Tuvalu,St. Vincent and the Grenadines,Visa Free
41507,Tuvalu,Sudan,Visa Required
41508,Tuvalu,Suriname,Visa Free
41509,Tuvalu,Sweden,Visa Free
41510,Tuvalu,Switzerland,Visa Free
41511,Tuvalu,Syria,Visa Required
41512,Tuvalu,Taiwan (Chinese Taipei),Visa Free
41513,Tuvalu,Tajikistan,Visa Required
41514,Tuvalu,Tanzania,Visa Free
41515,Tuvalu,Thailand,Visa Required
41516,Tuvalu,The Gambia,Visa Free
41517,Tuvalu,Timor-Leste,Visa Free
41518,Tuvalu,Togo,Visa Free
41519,Tuvalu,Tonga,Visa Free
41520,Tuvalu,Trinidad and Tobago,Visa Free
41521,Tuvalu,Tunisia,Visa Required
41522,Tuvalu,Turkmenistan,Visa Required
41523,Tuvalu,Turks and Caicos Islands,Visa Required
41524,Tuvalu,Tuvalu,N/A
41525,Tuvalu,Türkiye,Visa Required
41526,Tuvalu,US Virgin Islands,Visa Required
41527,Tuvalu,Uganda,Visa Free
41528,Tuvalu,Ukraine,eVisa
41529,Tuvalu,United Arab Emirates,eVisa
41530,Tuvalu,United Kingdom,Visa Free
41531,Tuvalu,United States,Visa Required
